Datetime,Open,High,Low,Close,Adj Close,Volume
2022-09-08 00:00:00,1536450.125,1543026.5,1534923.75,1536964.0,1536964.0,0
2022-09-08 01:00:00,1537106.125,1540377.25,1530833.25,1531148.375,1531148.375,0
2022-09-08 02:00:00,1531129.75,1535154.75,1530618.125,1534173.75,1534173.75,0
2022-09-08 03:00:00,1533997.75,1534773.0,1531099.375,1533431.625,1533431.625,0
2022-09-08 04:00:00,1533489.0,1544467.625,1532913.0,1544168.75,1544168.75,16138108928
2022-09-08 05:00:00,1544433.625,1544435.0,1538204.625,1538547.875,1538547.875,0
2022-09-08 06:00:00,1538549.125,1540807.75,1534343.5,1534343.5,1534343.5,0
2022-09-08 07:00:00,1534714.0,1535397.0,1523874.0,1529179.0,1529179.0,43727716352
2022-09-08 08:00:00,1528951.875,1532811.875,1527820.5,1532647.625,1532647.625,25073549312
2022-09-08 09:00:00,1532751.625,1533612.25,1528008.0,1528684.75,1528684.75,7882932224
2022-09-08 10:00:00,1528732.375,1539480.75,1528732.375,1537268.125,1537268.125,40821850112
2022-09-08 11:00:00,1537719.25,1542338.625,1536989.75,1538017.375,1538017.375,5439750144
2022-09-08 12:00:00,1537957.125,1539385.375,1526370.875,1528614.375,1528614.375,63477121024
2022-09-08 13:00:00,1528081.125,1540351.875,1522122.5,1536301.75,1536301.75,65037139968
2022-09-08 14:00:00,1535768.75,1536414.0,1526548.75,1536290.125,1536290.125,30871388160
2022-09-08 15:00:00,1536998.5,1540041.125,1534268.25,1535418.75,1535418.75,18970574848
2022-09-08 16:00:00,1535418.75,1535484.625,1526869.625,1529980.875,1529980.875,0
2022-09-08 17:00:00,1530266.625,1533116.375,1526328.875,1528757.125,1528757.125,0
2022-09-08 18:00:00,1528745.625,1533118.375,1528745.625,1531418.75,1531418.75,0
2022-09-08 19:00:00,1531534.875,1541580.75,1530483.125,1541580.75,1541580.75,0
2022-09-08 20:00:00,1540801.75,1548351.75,1540801.75,1543602.875,1543602.875,0
2022-09-08 21:00:00,1543646.75,1544352.0,1540435.125,1541457.0,1541457.0,0
2022-09-08 22:00:00,1541489.25,1541489.25,1537080.875,1539532.625,1539532.625,0
2022-09-08 23:00:00,1539344.5,1541078.875,1538421.125,1540492.25,1540492.25,0
2022-09-09 00:00:00,1540632.25,1544522.625,1539128.125,1543586.625,1543586.625,0
2022-09-09 01:00:00,1543448.125,1545225.75,1541183.625,1541986.625,1541986.625,0
2022-09-09 02:00:00,1541755.125,1547328.5,1541435.125,1545490.0,1545490.0,74681155584
2022-09-09 03:00:00,1545484.625,1582464.125,1544690.625,1582464.125,1582464.125,126557356032
2022-09-09 04:00:00,1582831.125,1621504.875,1582831.125,1621504.875,1621504.875,187215380480
2022-09-09 05:00:00,1621403.75,1639904.5,1619918.0,1633580.875,1633580.875,146842845184
2022-09-09 06:00:00,1633571.75,1647055.875,1632567.125,1646008.0,1646008.0,98719498240
2022-09-09 07:00:00,1646425.75,1649322.25,1639167.875,1639816.875,1639816.875,449839104
2022-09-09 08:00:00,1639674.25,1655713.5,1639674.25,1655713.5,1655713.5,61517856768
2022-09-09 09:00:00,1655055.75,1655055.75,1643883.0,1649621.625,1649621.625,62472060928
2022-09-09 10:00:00,1650071.75,1677248.25,1649277.5,1673849.75,1673849.75,120779702272
2022-09-09 11:00:00,1674600.0,1676220.875,1666102.625,1666102.625,1666102.625,54936207360
2022-09-09 12:00:00,1666504.375,1685690.75,1666504.375,1677906.875,1677906.875,28505800704
2022-09-09 13:00:00,1678198.5,1678198.5,1668775.25,1669333.25,1669333.25,0
2022-09-09 14:00:00,1670448.125,1678258.375,1670448.125,1677105.875,1677105.875,0
2022-09-09 15:00:00,1677216.125,1693908.5,1677216.125,1691676.0,1691676.0,68246044672
2022-09-09 16:00:00,1691819.0,1699255.0,1685786.875,1691669.875,1691669.875,57748226048
2022-09-09 17:00:00,1692174.5,1702144.25,1690620.0,1692199.375,1692199.375,40110129152
2022-09-09 18:00:00,1692079.125,1692229.5,1684352.75,1685021.375,1685021.375,35110518784
2022-09-09 19:00:00,1685599.5,1696136.75,1685020.0,1694107.625,1694107.625,50338725888
