Datetime,Open,High,Low,Close,Adj Close,Volume
2022-09-08 00:00:00,20.196853637695312,20.430389404296875,20.196853637695312,20.285037994384766,20.285037994384766,0
2022-09-08 01:00:00,20.289297103881836,20.37870979309082,20.27271842956543,20.297157287597656,20.297157287597656,0
2022-09-08 02:00:00,20.29965591430664,20.474990844726562,20.29965591430664,20.42403221130371,20.42403221130371,0
2022-09-08 03:00:00,20.42439079284668,20.440040588378906,20.330034255981445,20.381397247314453,20.381397247314453,0
2022-09-08 04:00:00,20.383182525634766,20.486825942993164,20.351184844970703,20.361370086669922,20.361370086669922,0
2022-09-08 05:00:00,20.3657169342041,20.3657169342041,20.28981590270996,20.28981590270996,20.28981590270996,0
2022-09-08 06:00:00,20.286935806274414,20.36498260498047,20.235013961791992,20.2591552734375,20.2591552734375,0
2022-09-08 07:00:00,20.26227569580078,20.298927307128906,19.974082946777344,20.082767486572266,20.082767486572266,296536576
2022-09-08 08:00:00,20.08158302307129,20.123746871948242,20.043420791625977,20.076797485351562,20.076797485351562,102787072
2022-09-08 09:00:00,20.080198287963867,20.11202049255371,19.988176345825195,20.00514030456543,20.00514030456543,0
2022-09-08 10:00:00,20.00457000732422,20.14468002319336,20.00238800048828,20.100374221801758,20.100374221801758,156388352
2022-09-08 11:00:00,20.105449676513672,20.242456436157227,20.105449676513672,20.155073165893555,20.155073165893555,89828352
2022-09-08 12:00:00,20.15436553955078,20.220596313476562,19.902442932128906,19.920297622680664,19.920297622680664,350484480
2022-09-08 13:00:00,19.90572166442871,20.051992416381836,19.760326385498047,20.01637077331543,20.01637077331543,103585792
2022-09-08 14:00:00,20.013954162597656,20.16819953918457,19.902393341064453,20.16819953918457,20.16819953918457,218974208
2022-09-08 15:00:00,20.18404769897461,20.354198455810547,20.142335891723633,20.151670455932617,20.151670455932617,186425344
2022-09-08 16:00:00,20.152307510375977,20.153949737548828,19.99258804321289,20.027738571166992,20.027738571166992,0
2022-09-08 17:00:00,20.028430938720703,20.166093826293945,19.980602264404297,20.00726318359375,20.00726318359375,262549504
2022-09-08 18:00:00,20.011608123779297,20.12356948852539,19.99419403076172,20.068586349487305,20.068586349487305,0
2022-09-08 19:00:00,20.072280883789062,20.20384979248047,20.039730072021484,20.20384979248047,20.20384979248047,0
2022-09-08 20:00:00,20.197416305541992,20.301780700683594,20.175724029541016,20.228492736816406,20.228492736816406,0
2022-09-08 21:00:00,20.22687530517578,20.232942581176758,20.071821212768555,20.127595901489258,20.127595901489258,0
2022-09-08 22:00:00,20.128368377685547,20.140981674194336,20.068227767944336,20.107145309448242,20.107145309448242,0
