Open,High,Low,Close,Adj Close,Volume
1799.8499755859375,1806.75,1794.25,1803.0,1803.0,0
1802.550048828125,1823.9000244140625,1798.949951171875,1823.0,1823.0,470019
1823.0,1833.5,1821.0,1830.6500244140625,1830.6500244140625,490662
1830.3499755859375,1841.0,1830.25,1839.4000244140625,1839.4000244140625,444146
1839.4000244140625,1844.050048828125,1837.800048828125,1840.5,1840.5,484849
1840.5,1849.5999755859375,1839.449951171875,1845.449951171875,1845.449951171875,525648
1844.699951171875,1846.949951171875,1843.0,1845.0,1845.0,292081
1836.050048828125,1849.25,1836.050048828125,1840.1500244140625,1840.1500244140625,0
1840.1500244140625,1844.4000244140625,1837.0,1843.5,1843.5,300295
1843.0999755859375,1844.5999755859375,1835.5,1843.1500244140625,1843.1500244140625,539329
1842.949951171875,1852.0,1841.0,1841.1500244140625,1841.1500244140625,655485
1841.6500244140625,1843.75,1836.5,1838.050048828125,1838.050048828125,440497
1838.300048828125,1841.949951171875,1828.050048828125,1836.550048828125,1836.550048828125,356752
1836.5,1839.0999755859375,1830.550048828125,1834.949951171875,1834.949951171875,160184
1848.6500244140625,1849.6500244140625,1835.0,1836.5999755859375,1836.5999755859375,0
1836.6500244140625,1841.25,1831.300048828125,1834.0999755859375,1834.0999755859375,215804
1834.449951171875,1835.949951171875,1830.0,1832.449951171875,1832.449951171875,206436
1832.699951171875,1844.6500244140625,1831.5999755859375,1841.0,1841.0,226496
1840.25,1850.0,1838.800048828125,1840.0999755859375,1840.0999755859375,487278
1840.0999755859375,1842.550048828125,1825.050048828125,1825.0999755859375,1825.0999755859375,607466
1825.300048828125,1828.0,1820.0,1827.75,1827.75,273529
1823.0,1823.0,1800.449951171875,1809.050048828125,1809.050048828125,0
1809.5999755859375,1811.0999755859375,1805.300048828125,1809.050048828125,1809.050048828125,120025
1809.050048828125,1817.5,1806.0,1809.0,1809.0,385440
1809.4000244140625,1811.8499755859375,1800.8499755859375,1801.0,1801.0,224483
1800.8499755859375,1801.5,1789.0,1790.5,1790.5,372672
1790.5,1802.949951171875,1787.800048828125,1802.1500244140625,1802.1500244140625,520342
1801.949951171875,1807.0,1800.550048828125,1800.550048828125,1800.550048828125,257040
1802.0,1839.0,1790.0,1823.5999755859375,1823.5999755859375,0
1823.5999755859375,1837.0,1823.199951171875,1831.199951171875,1831.199951171875,606717
1831.199951171875,1839.0,1829.5999755859375,1833.6500244140625,1833.6500244140625,360550
1833.300048828125,1835.949951171875,1827.449951171875,1830.550048828125,1830.550048828125,274329
1830.550048828125,1838.0,1829.949951171875,1835.699951171875,1835.699951171875,248443
1835.9000244140625,1842.0,1827.300048828125,1829.6500244140625,1829.6500244140625,481353
1829.449951171875,1830.0999755859375,1821.0,1827.0999755859375,1827.0999755859375,313905
1815.3499755859375,1848.800048828125,1807.199951171875,1811.1500244140625,1811.1500244140625,0
1811.1500244140625,1812.0,1794.0,1795.4000244140625,1795.4000244140625,190668
1795.0,1796.699951171875,1786.5999755859375,1791.050048828125,1791.050048828125,191781
1791.0,1796.8499755859375,1788.75,1796.0,1796.0,114543
1796.0,1798.0,1785.199951171875,1796.0999755859375,1796.0999755859375,312144
1795.949951171875,1801.8499755859375,1792.1500244140625,1794.449951171875,1794.449951171875,314091
1794.699951171875,1797.5,1793.5,1795.550048828125,1795.550048828125,158759
1792.0,1793.5,1765.0,1765.550048828125,1765.550048828125,0
1765.5,1768.449951171875,1761.0,1765.800048828125,1765.800048828125,207180
1765.8499755859375,1775.0,1765.0,1774.550048828125,1774.550048828125,182657
1774.5,1775.0,1766.1500244140625,1769.8499755859375,1769.8499755859375,165512
1769.050048828125,1774.5999755859375,1761.050048828125,1764.25,1764.25,183677
1764.1500244140625,1767.9000244140625,1756.0,1756.800048828125,1756.800048828125,583293
1756.800048828125,1757.949951171875,1752.0,1753.1500244140625,1753.1500244140625,141706
1758.5999755859375,1758.5999755859375,1732.6500244140625,1741.550048828125,1741.550048828125,0
1741.4000244140625,1746.300048828125,1738.0,1741.550048828125,1741.550048828125,581183
1741.4000244140625,1742.550048828125,1739.449951171875,1742.300048828125,1742.300048828125,431099
1742.25,1748.0,1739.5,1744.9000244140625,1744.9000244140625,500078
1744.8499755859375,1748.6500244140625,1743.449951171875,1744.5,1744.5,467084
1744.5,1755.949951171875,1744.0999755859375,1753.699951171875,1753.699951171875,575631
1753.6500244140625,1757.0,1751.199951171875,1756.0,1756.0,242467
1765.199951171875,1787.0,1765.199951171875,1782.949951171875,1782.949951171875,0
1782.949951171875,1795.4000244140625,1781.0999755859375,1794.0,1794.0,242038
1794.5,1803.699951171875,1794.050048828125,1803.5,1803.5,184114
1803.5,1808.800048828125,1800.0,1806.1500244140625,1806.1500244140625,184422
1806.1500244140625,1829.9000244140625,1805.25,1829.9000244140625,1829.9000244140625,494505
1829.9000244140625,1831.8499755859375,1825.25,1829.199951171875,1829.199951171875,510063
1829.449951171875,1831.0,1824.3499755859375,1828.5,1828.5,165741
1839.0,1856.800048828125,1834.0,1842.050048828125,1842.050048828125,0
1842.0,1843.449951171875,1824.199951171875,1830.449951171875,1830.449951171875,362145
1830.449951171875,1831.9000244140625,1818.0,1820.449951171875,1820.449951171875,283095
1820.449951171875,1831.4000244140625,1820.449951171875,1828.0999755859375,1828.0999755859375,249356
1828.0999755859375,1828.5999755859375,1810.199951171875,1810.8499755859375,1810.8499755859375,242788
1810.800048828125,1812.5,1803.6500244140625,1810.050048828125,1810.050048828125,440630
1810.050048828125,1815.9000244140625,1809.25,1814.0,1814.0,272094
