Open,High,Low,Close,Adj Close,Volume
1347.5,1365.1500244140625,1347.25,1349.800048828125,1349.800048828125,0
1349.949951171875,1349.949951171875,1342.0999755859375,1347.8499755859375,1347.8499755859375,1790549
1347.699951171875,1349.0,1342.199951171875,1346.5,1346.5,901444
1346.5,1347.800048828125,1342.9000244140625,1345.199951171875,1345.199951171875,1115655
1345.1500244140625,1346.5999755859375,1342.5,1345.5,1345.5,856508
1345.4000244140625,1350.300048828125,1343.5,1347.199951171875,1347.199951171875,2346759
1347.449951171875,1348.5,1346.5999755859375,1348.0,1348.0,918683
1338.0,1353.1500244140625,1338.0,1351.5,1351.5,0
1351.5,1358.0,1348.9000244140625,1357.199951171875,1357.199951171875,1197785
1357.199951171875,1358.449951171875,1346.699951171875,1349.8499755859375,1349.8499755859375,1124352
1350.0,1350.9000244140625,1344.0999755859375,1344.449951171875,1344.449951171875,579327
1344.5999755859375,1349.25,1343.25,1347.75,1347.75,805724
1347.5,1351.800048828125,1344.550048828125,1347.75,1347.75,1550869
1347.699951171875,1348.8499755859375,1347.5,1348.050048828125,1348.050048828125,850799
1359.9000244140625,1366.0999755859375,1355.25,1362.5999755859375,1362.5999755859375,0
1362.550048828125,1364.8499755859375,1360.5999755859375,1363.0999755859375,1363.0999755859375,1109158
1363.050048828125,1367.449951171875,1362.449951171875,1365.1500244140625,1365.1500244140625,1658360
1365.1500244140625,1371.0999755859375,1364.5999755859375,1369.0,1369.0,1378366
1369.0,1370.800048828125,1365.800048828125,1369.449951171875,1369.449951171875,1176311
1369.3499755859375,1369.5,1362.6500244140625,1365.0,1365.0,1479998
1365.050048828125,1366.6500244140625,1362.5999755859375,1365.050048828125,1365.050048828125,394076
1361.9000244140625,1366.050048828125,1358.5,1364.75,1364.75,0
1364.75,1364.9000244140625,1359.0999755859375,1363.0,1363.0,1026193
1362.699951171875,1369.5,1362.199951171875,1365.75,1365.75,1297909
1365.75,1367.0,1360.0999755859375,1360.75,1360.75,789069
1360.75,1362.5999755859375,1358.0999755859375,1361.3499755859375,1361.3499755859375,613347
1361.4000244140625,1364.699951171875,1358.5999755859375,1360.050048828125,1360.050048828125,942244
1360.25,1363.4000244140625,1359.5,1363.3499755859375,1363.3499755859375,499957
1366.8499755859375,1377.699951171875,1362.4000244140625,1375.4000244140625,1375.4000244140625,0
1375.449951171875,1377.5999755859375,1372.5999755859375,1375.0,1375.0,482098
1375.1500244140625,1387.5999755859375,1374.9000244140625,1387.0,1387.0,935114
1387.0,1389.5,1385.5,1387.0,1387.0,962153
1386.949951171875,1393.9000244140625,1386.0999755859375,1392.800048828125,1392.800048828125,885501
1392.800048828125,1397.0,1391.1500244140625,1391.75,1391.75,1110721
1391.75,1395.75,1390.050048828125,1392.5,1392.5,595066
1395.050048828125,1401.6500244140625,1383.300048828125,1391.300048828125,1391.300048828125,0
1391.4000244140625,1393.75,1388.0,1388.300048828125,1388.300048828125,453623
1388.75,1391.8499755859375,1386.050048828125,1387.699951171875,1387.699951171875,473427
1387.550048828125,1391.0,1386.050048828125,1390.550048828125,1390.550048828125,599029
1390.6500244140625,1395.699951171875,1385.5,1395.4000244140625,1395.4000244140625,658412
1395.5,1404.5,1394.050048828125,1396.949951171875,1396.949951171875,1267541
1396.9000244140625,1396.949951171875,1392.3499755859375,1394.9000244140625,1394.9000244140625,325272
1396.0,1396.449951171875,1386.300048828125,1388.3499755859375,1388.3499755859375,0
1388.25,1399.3499755859375,1388.0,1396.699951171875,1396.699951171875,572601
1396.699951171875,1400.0,1395.800048828125,1399.5,1399.5,559837
1399.5,1402.0,1395.75,1397.0,1397.0,554938
1397.0,1399.9000244140625,1392.0999755859375,1398.050048828125,1398.050048828125,487090
1397.949951171875,1399.800048828125,1392.9000244140625,1393.449951171875,1393.449951171875,1089121
1393.4000244140625,1393.4000244140625,1390.0,1390.5999755859375,1390.5999755859375,364195
1389.8499755859375,1397.0,1384.25,1396.9000244140625,1396.9000244140625,0
1396.5999755859375,1400.5,1394.5,1398.0,1398.0,790128
1397.699951171875,1403.75,1397.6500244140625,1401.0,1401.0,682419
1401.0,1404.5,1398.699951171875,1403.199951171875,1403.199951171875,554926
1403.199951171875,1405.800048828125,1399.1500244140625,1400.199951171875,1400.199951171875,558289
1400.199951171875,1406.0,1399.550048828125,1403.9000244140625,1403.9000244140625,935126
1404.0,1405.0999755859375,1403.0,1405.0,1405.0,308240
1413.949951171875,1424.0,1412.800048828125,1416.4000244140625,1416.4000244140625,0
1416.800048828125,1420.0,1416.0,1419.3499755859375,1419.3499755859375,912759
1420.0,1422.449951171875,1417.75,1421.0,1421.0,1310020
1421.25,1424.0,1418.5999755859375,1421.949951171875,1421.949951171875,1387280
1422.0,1423.8499755859375,1419.4000244140625,1422.0,1422.0,1108422
1421.9000244140625,1422.0999755859375,1414.0,1417.4000244140625,1417.4000244140625,1260285
1417.4000244140625,1418.0,1415.0,1415.800048828125,1415.800048828125,507049
1436.699951171875,1436.699951171875,1422.800048828125,1424.4000244140625,1424.4000244140625,0
1424.300048828125,1428.0999755859375,1415.300048828125,1427.3499755859375,1427.3499755859375,907847
1427.5,1430.0,1423.4000244140625,1430.0,1430.0,1341797
1429.4000244140625,1433.4000244140625,1428.0,1431.800048828125,1431.800048828125,1136677
1431.800048828125,1433.550048828125,1424.949951171875,1425.4000244140625,1425.4000244140625,1063706
1425.550048828125,1435.0,1423.050048828125,1434.949951171875,1434.949951171875,2023192
1435.0,1438.0,1434.1500244140625,1437.5,1437.5,783383
